name,frequency
Chauncey,156
Okey,156
Ara,155
Simone,155
Tadashi,155
Katy,154
Refugia,154
Bradford,154
Amie,153
Christeen,153
Wyatt,153
Melville,153
Selmer,153
Reynaldo,152
Llewellyn,152
Gertha,151
Genoveva,151
Auther,151
Noboru,151
Gennie,150
Ines,150
Neta,150
Elenore,150
Gasper,150
Steffie,149
Inga,149
Benjiman,149
Thad,149
Adolf,149
Elvina,148
Lucienne,148
Smith,148
Levy,148
Leonardo,148
Luna,147
Glennie,147
Monnie,147
Lyla,147
Kirby,147
Leeroy,147
Rudolf,147
Archibald,147
Naoma,146
Rafaela,146
Ozell,145
Enriqueta,145
Ingrid,145
Curley,145
Romayne,145
Murl,145
Cary,145
Hampton,145
Lafayette,145
Annis,144
Tiny,144
Elizebeth,144
Myrl,144
Ana,144
Marilynn,144
Ezekiel,144
Issac,144
Bryan,144
Rollie,144
Heyward,144
Gaynell,143
Georgetta,143
Madalyn,143
Huston,143
Elfrieda,142
Alonza,142
Albertine,141
Clarissa,141
Pierce,141
Norval,141
Marcelino,141
Leopoldo,141
Isamu,140
Saverio,140
Willene,139
Veola,139
Flonnie,139
Stefania,139
Washington,139
Zeb,139
Lynwood,139
Norton,139
Minna,138
Merlyn,138
Wellington,138
Federico,137
Gerhardt,137
Henretta,136
Ernie,136
Lossie,135
Zita,135
Azalee,135
Rozella,135
Masaru,135
Rodger,135
Newell,135
Rutha,134
Burnice,134
Kimiko,134
